"PDB_ID","Bit_Length","Watermark_Embedded","Watermark_Decoded","Verification_Status","Global_CA_RMSD"
"8HYL","4","10","10","Success","0.00039"
"8YJZ","4","11","11","Success","0.00024"
"3Q6N","4","1101","1101","Success","0.00022"
"7DTU","4","101","101","Success","0.00024"
"4ZXW","4","1111","1111","Success","0.00033"
"1USL","4","1101","1101","Success","0.00034"
"6XTD","4","1111","1111","Success","0.00056"
"1AR1","4","0","0","Success","0.00031"
"5MIU","4","10","10","Success","0.00032"
"3A12","4","11","11","Success","0.00015"
"1BWD","4","100","100","Success","0.00036"
"6RMB","4","1011","1011","Success","0.00039"
"2HRW","4","1101","1101","Success","0.00058"
"2Y82","4","10","10","Success","0.00057"
"3ZN0","4","1111","1111","Success","0.00036"
"8F3A","4","1","1","Success","0.00082"
"7SOR","4","1111","1111","Success","0.00075"
"4I5J","4","110","110","Success","0.00061"
"6F06","4","1110","1110","Success","0.00046"
"4A5N","4","11","11","Success","0.00049"
"7BYF","4","11","11","Success","0.00025"
"9AVH","4","1110","1110","Success","0.00039"
"1G79","4","10","10","Success","0.00071"
"6FV9","4","1111","1111","Success","0.00038"
"6HLA","4","1","1","Success","0.00029"
"8TZO","4","110","110","Success","0.0003"
"6BJU","4","1100","1100","Success","0.00045"
"3ZDT","4","1","1","Success","0.0004"
"4QCF","4","1","1","Success","0.0005"
"8CFJ","4","0","0","Success","0.00023"
"1XDW","4","101","101","Success","0.00054"
"8Y9B","4","111","111","Success","0.00024"
"1IFW","4","1111","1111","Success","0.00018"
"4R4J","4","1101","1101","Success","0.00036"
"1B0L","4","1100","1100","Success","0.00038"
"5IER","4","1","1","Success","0.00044"
"1ERN","4","111","111","Success","0.00049"
"7EHL","4","110","110","Success","0.0003"
"3QUF","4","111","111","Success","0.00036"
"5KYM","4","1010","1010","Success","0.00045"
"4G70","4","10","10","Success","0.00037"
"1E2B","4","1101","1101","Success","0.00023"
"6J6X","4","1011","1011","Success","0.00042"
"4DVD","4","1100","1100","Success","0.00073"
"1ZHZ","4","1100","1100","Success","0.00048"
"5ZK5","4","101","101","Success","0.0007"
"1SD4","4","10","10","Success","0.00065"
"4YP6","4","10","10","Success","0.00043"
"2E2G","4","0","0","Success","0.0002"
"1R10","4","1000","1000","Success","0.00043"
"2P39","4","1","1","Success","0.00084"
"4AQ2","4","1111","1111","Success","0.00014"
"6DJK","4","1100","1100","Success","0.0005"
"1EPQ","4","10","10","Success","0.00054"
"6H99","4","1001","1001","Success","0.00045"
"2CYZ","4","1","1","Success","0.00048"
"4QCK","4","1110","1110","Success","0.00053"
"9FJL","4","111","111","Success","0.00078"
"1J2Y","4","101","101","Success","0.00077"
"7M4K","4","1100","1100","Success","0.00055"
"8GFS","4","101","101","Success","0.00044"
"7SY3","4","1011","1011","Success","0.00017"
"6CBF","4","1011","1011","Success","0.00053"
"3WFQ","4","1000","1000","Success","0.00023"
"3EG1","4","1100","1100","Success","0.00084"
"4RZA","4","1000","1000","Success","0.00073"
"1IQC","4","1","1","Success","0.00028"
"1XYI","4","1010","1010","Success","0.00119"
"3ERF","4","1010","1010","Success","0.00068"
"3MH2","4","1101","1101","Success","0.00055"
"1JJZ","4","1001","1001","Success","0.00042"
"2TBV","4","1101","1101","Success","0.00033"
"7MBU","4","10","10","Success","0.00016"
"3JYZ","4","100","100","Success","0.00082"
"1ZQ7","4","1100","1100","Success","0.00034"
"3DLL","4","1","1","Success","0.00018"
"2HS0","4","1110","1110","Success","0.00042"
"3B8M","4","1110","1110","Success","0.00037"
"6S6L","4","1","1","Success","0.00024"
"8IUG","4","1100","1100","Success","0.0002"
"5KGN","4","1","1","Success","0.00029"
"6W4R","4","110","110","Success","0.00033"
"8W6W","4","110","110","Success","0.00068"
"6Q4G","4","1100","1100","Success","0.00059"
"2OE2","4","101","101","Success","0.00056"
"1A4K","4","1110","1110","Success","0.00033"
"1W9Y","4","110","110","Success","0.00059"
"3G36","4","1011","1011","Success","0.00069"
"7FEF","4","1001","1001","Success","0.00144"
"2YXW","4","1110","1110","Success","0.00034"
"4L0T","4","1111","1111","Success","0.00047"
"5YTF","4","1011","1011","Success","0.00043"
"3GA5","4","1000","1000","Success","0.00039"
"8BGW","4","1101","1101","Success","0.00026"
"8ABU","4","1001","1001","Success","0.00037"
"8OFV","4","1110","1110","Success","0.00021"
"2YS8","4","101","101","Success","0.00023"
"1WBF","4","1011","1011","Success","0.00046"
"7V53","4","101","101","Success","0.00032"
"8XCG","4","1100","1100","Success","0.00017"
"2ESN","4","111","111","Success","0.00029"
"7VJL","4","1011","1011","Success","0.00043"
"3VFB","4","1101","1101","Success","0.00069"
"3KA0","4","10","10","Success","0.0006"
"2GNJ","4","1","1","Success","0.00051"
"2RS9","4","1101","1101","Success","0.0002"
"3ZXJ","4","1001","1001","Success","0.00031"
"8EY0","4","10","10","Success","0.00046"
"5WNM","4","1100","1100","Success","0.00059"
"9CQI","4","1","1","Success","0.00046"
"1H6Q","4","1000","1000","Success","0.00079"
"6KHT","4","10","10","Success","0.00027"
"7SMI","4","1100","1100","Success","0.00056"
"2QQK","4","1011","1011","Success","0.00032"
"3M0V","4","1","1","Success","0.00023"
"4C4I","4","11","11","Success","0.00063"
"3ZMT","4","1","1","Success","0.00034"
"5UQ0","4","1010","1010","Success","0.00044"
"2Z81","4","1010","1010","Success","0.00041"
"4NMF","4","1011","1011","Success","0.00023"
"5A3E","4","1111","1111","Success","0.00088"
"6RO1","4","1011","1011","Success","0.00033"
"1O9E","4","1","1","Success","0.00064"
"2BZ0","4","1000","1000","Success","0.00054"
"6DGU","4","0","0","Success","0.00029"
"6E2P","4","1111","1111","Success","0.00032"
"2BLP","4","111","111","Success","0.00087"
"1ULT","4","111","111","Success","0.0003"
"8X55","4","10","10","Success","0.00017"
"5WWE","4","100","100","Success","0.00077"
"6UPZ","4","1111","1111","Success","0.00017"
"8ZRV","4","1111","1111","Success","0.00024"
"7UE1","4","111","111","Success","0.00059"
"8XES","4","111","111","Success","0.00051"
"2E5K","4","1011","1011","Success","0.00023"
"2C83","4","110","110","Success","0.0005"
"7RYV","4","1011","1011","Success","0.00023"
"2YZ8","4","1010","1010","Success","0.00106"
"6P8E","4","1001","1001","Success","0.00041"
"5XTM","4","1011","1011","Success","0.00062"
"6HJU","4","0","0","Success","0.00073"
"1DCZ","4","1001","1001","Success","0.00106"
"4PUC","4","111","111","Success","0.00032"
"6DL9","4","1010","1010","Success","0.00037"
"5M2Z","4","10","10","Success","0.00013"
"6OQ6","4","0","0","Success","0.00046"
"4HXP","4","1010","1010","Success","0.0009"
"1SOQ","4","1000","1000","Success","0.00045"
"7VBN","4","1","1","Success","0.00017"
"6YL9","4","1001","1001","Success","0.00055"
"1S3I","4","1000","1000","Success","0.00056"
"9GG2","4","1010","1010","Success","0.00014"
"6W9I","4","1000","1000","Success","0.00064"
"6EO4","4","1111","1111","Success","0.00032"
"4BDY","4","1110","1110","Success","0.00041"
"1B5S","4","100","100","Success","0.00029"
"7NWL","4","1010","1010","Success","0.00023"
"2WKU","4","1110","1110","Success","0.00025"
"7SN3","4","0","0","Success","0.00017"
"3AP4","4","1110","1110","Success","0.00041"
"2WBC","4","111","111","Success","0.00074"
"2KXN","4","10","10","Success","0.0003"
"6GT6","4","1011","1011","Success","0.00066"
"4MTJ","4","1011","1011","Success","0.00025"
"8SG4","4","1","1","Success","0.00026"
"5D4A","4","1","1","Success","0.00086"
"7JP1","4","1101","1101","Success","0.00057"
"8WRA","4","1111","1111","Success","0.00059"
"3FWI","4","0","0","Success","0.00051"
"3M9H","4","1000","1000","Success","0.00063"
"3FI2","4","1100","1100","Success","0.00054"
"3EPL","4","11","11","Success","0.00033"
"7OI9","4","1","1","Success","0.00011"
"5KGW","4","1011","1011","Success","0.00083"
"6L8I","4","1001","1001","Success","0.00046"
"8WJ1","4","1","1","Success","0.00059"
"3U9S","4","1110","1110","Success","0.00012"
"5NTW","4","1010","1010","Success","0.00031"
"1J5O","4","101","101","Success","0.00026"
"7DLY","4","11","11","Success","0.00035"
"3TVI","4","110","110","Success","0.00014"
"8UXQ","4","10","10","Success","0.0003"
"5VEG","4","110","110","Success","0.00048"
"3GHY","4","100","100","Success","0.0004"
"6FU3","4","1101","1101","Success","0.00039"
"8BLQ","4","1","1","Success","0.00029"
"6SDF","4","0","0","Success","0.00092"
"7L89","4","101","101","Success","0.00023"
"5ZKZ","4","1111","1111","Success","0.00072"
"8XOG","4","1001","1001","Success","0.0003"
"7BOF","4","11","11","Success","0.00028"
"4G3P","4","1000","1000","Success","0.00046"
"5S7P","4","0","0","Success","0.00041"
"6AX0","4","101","101","Success","0.00055"
"4MSG","4","1011","1011","Success","0.00047"
"7TEO","4","111","111","Success","0.00012"
"5IBG","4","11","11","Success","0.00051"
"8HPS","4","1001","1001","Success","0.00023"
"1MS8","4","110","110","Success","0.00027"
"6Z1I","4","101","101","Success","0.00044"
"1BP3","4","111","111","Success","0.00049"
"7SND","4","1010","1010","Success","0.00081"
"3PYK","4","101","101","Success","0.0006"
"7OE0","4","1101","1101","Success","0.00021"
"8FIP","4","1","1","Success","0.00039"
"7XRL","4","1000","1000","Success","0.00024"
"5I9W","4","1000","1000","Success","0.0006"
"1KNW","4","1","1","Success","0.00049"
"5W3E","4","1100","1100","Success","0.00031"
"8C76","4","101","101","Success","0.00034"
"6JIA","4","1110","1110","Success","0.00064"
"5YMY","4","110","110","Success","0.00014"
"3ILG","4","1","1","Success","0.00095"
"6LX2","4","1111","1111","Success","0.00043"
"3J4B","4","1110","1110","Success","0.00021"
"1FBK","4","11","11","Success","0.00067"
"7LTO","4","1110","1110","Success","0.0004"
"7E5C","4","101","101","Success","0.00024"
"8UZW","4","1011","1011","Success","0.00016"
"5B5K","4","11","11","Success","0.00064"
"7DJ2","4","100","100","Success","0.00031"
"8IF3","4","111","111","Success","0.00033"
"4AT7","4","1100","1100","Success","0.00037"
"1K9R","4","10","10","Success","0.00034"
"7W3U","4","10","10","Success","0.00028"
"1Q5I","4","1","1","Success","0.00047"
"7TMD","4","1","1","Success","0.00022"
"9OFH","4","111","111","Success","0.00019"
"2H39","4","1000","1000","Success","0.00039"
"3IVT","4","1010","1010","Success","0.00035"
"8J1J","4","10","10","Success","0.00035"
"1MB8","4","1100","1100","Success","0.00066"
"1E4I","4","1000","1000","Success","0.00046"
"8GIU","4","1","1","Success","0.00014"
"6AMO","4","1110","1110","Success","0.00022"
"4C2M","4","1100","1100","Success","0.00011"
"1Z8S","4","11","11","Success","0.00026"
"6WBT","4","1111","1111","Success","0.00023"
"6ZCZ","4","111","111","Success","0.00035"
"7C75","4","1110","1110","Success","0.0004"
"5CFB","4","10","10","Success","0.00024"
"5H48","4","1100","1100","Success","0.00086"
"7CS8","4","1011","1011","Success","0.00024"
"4UNQ","4","1000","1000","Success","0.00053"
"7NK9","4","110","110","Success","0.00029"
"1ZYJ","4","1","1","Success","0.00055"
"5AJX","4","101","101","Success","0.00048"
"3HEM","4","111","111","Success","0.00058"
"6IHL","4","1010","1010","Success","0.00061"
"1Z6F","4","1000","1000","Success","0.00053"
"5CUX","4","100","100","Success","0.00045"
"3RCY","4","11","11","Success","0.00017"
"3MJV","4","1","1","Success","0.00033"
"5OWG","4","1111","1111","Success","0.00075"
"4QBF","4","11","11","Success","0.00066"
"1QYB","4","1011","1011","Success","0.00073"
"7FQ8","4","10","10","Success","0.00073"
"4BQI","4","111","111","Success","0.00025"
"4RDK","4","100","100","Success","0.00042"
"4MXK","4","0","0","Success","0.00077"
"7U25","4","100","100","Success","0.00041"
"4H4E","4","1111","1111","Success","0.00039"
"8P9V","4","1110","1110","Success","0.00025"
"1JR2","4","1100","1100","Success","0.00042"
"7EDD","4","1110","1110","Success","0.00027"
"5G55","4","1111","1111","Success","0.00035"
"5HT4","4","10","10","Success","0.00073"
"7RGF","4","110","110","Success","0.00033"
"3A9B","4","100","100","Success","0.00049"
"6SLU","4","11","11","Success","0.00027"
"4WJG","4","1101","1101","Success","0.00013"
"3R5H","4","11","11","Success","0.00035"
"1IWI","4","111","111","Success","0.0005"
"4EO8","4","110","110","Success","0.0003"
"5CRZ","4","11","11","Success","0.00085"
"7NF1","4","0","0","Success","0.00032"
"1EUC","4","1000","1000","Success","0.00038"
"6MDV","4","1110","1110","Success","0.00024"
"5K6X","4","1010","1010","Success","0.00035"
"8QLM","4","10","10","Success","0.00028"
"5EJZ","4","0","0","Success","0.00026"
"2QGM","4","1001","1001","Success","0.00051"
"5PXP","4","111","111","Success","0.00051"
"7S7X","4","1010","1010","Success","0.00034"
"1QQA","4","111","111","Success","0.00054"
"6DWJ","4","110","110","Success","0.00022"
"1H5V","4","1100","1100","Success","0.00056"
"1H1W","4","100","100","Success","0.00059"
"9DA9","4","1000","1000","Success","0.00042"
"8YQA","4","1001","1001","Success","0.00083"
"1RHL","4","1000","1000","Success","0.00096"
"6JUA","4","1100","1100","Success","0.0003"
"2DXL","4","1","1","Success","0.00044"
"2ONF","4","1000","1000","Success","0.00058"
"6HGV","4","111","111","Success","0.00055"
"2O68","4","1010","1010","Success","0.00057"
"1O1T","4","1100","1100","Success","0.00036"
"9DH9","4","1101","1101","Success","0.00018"
"3NT7","4","100","100","Success","0.00048"
"3MN5","4","1","1","Success","0.00052"
"4NFZ","4","1011","1011","Success","0.00041"
"5RTS","4","1001","1001","Success","0.00051"
"3QQM","4","1010","1010","Success","0.00024"
"2R1G","4","1100","1100","Success","0.0005"
"1U8H","4","1011","1011","Success","0.00047"
"6U3K","4","1","1","Success","0.00047"
"6XJ6","4","0","0","Success","0.00058"
"3IS6","4","100","100","Success","0.00048"
"5VXI","4","1000","1000","Success","0.00053"
"8S2Y","4","1101","1101","Success","0.00031"
"3LI1","4","1011","1011","Success","0.00048"
"2W1I","4","110","110","Success","0.00042"
"7YSI","4","101","101","Success","0.00078"
"1O84","4","10","10","Success","0.00085"
"9BH6","4","0","0","Success","0.00017"
"7JOA","4","1","1","Success","0.0003"
"6PGA","4","1101","1101","Success","0.00057"
"4ZT6","4","101","101","Success","0.00031"
"1TV3","4","1010","1010","Success","0.00046"
"7H4G","4","1001","1001","Success","0.00081"
"1ZUE","4","100","100","Success","0.00035"
"4II8","4","1101","1101","Success","0.00086"
"3RAQ","4","111","111","Success","0.00036"
"5L7R","4","1010","1010","Success","0.00029"
"8RH9","4","10","10","Success","0.00024"
"5AKZ","4","1010","1010","Success","0.00043"
"5U41","4","1","1","Success","0.00043"
"2P0H","4","1110","1110","Success","0.00092"
"1LI6","4","111","111","Success","0.00076"
"3RXT","4","1010","1010","Success","0.00066"
"8W45","4","100","100","Success","0.00066"
"1PRY","4","1100","1100","Success","0.00067"
"6FXA","4","100","100","Success","0.00064"
"5MTM","4","100","100","Success","0.00071"
"2NPQ","4","1000","1000","Success","0.00054"
"4O77","4","1000","1000","Success","0.00062"
"5AX6","4","100","100","Success","0.00045"
"6J9C","4","11","11","Success","0.00067"
"4Q7D","4","11","11","Success","0.0005"
"1DQY","4","1000","1000","Success","0.0006"
"6G47","4","100","100","Success","0.00043"
"1OLZ","4","1","1","Success","0.00028"
"8GBB","4","101","101","Success","0.00043"
"3D4K","4","1","1","Success","0.00031"
"6UNP","4","1110","1110","Success","0.0004"
"5LDE","4","101","101","Success","0.00045"
"3N78","4","1101","1101","Success","0.00039"
"5E5G","4","100","100","Success","0.00032"
"2GP7","4","110","110","Success","0.00033"
"7X7N","4","1010","1010","Success","0.00017"
"3QRQ","4","1101","1101","Success","0.0007"
"3GO8","4","10","10","Success","0.00063"
"2Y1M","4","110","110","Success","0.00021"
"6VPZ","4","1101","1101","Success","0.0005"
"2ZBH","4","0","0","Success","0.00089"
"8RCB","4","1110","1110","Success","0.00028"
"6WB9","4","101","101","Success","0.00024"
"2P8R","4","1001","1001","Success","0.00064"
"3IKO","4","111","111","Success","0.00017"
"5O4O","4","1110","1110","Success","0.00036"
"1N19","4","101","101","Success","0.00055"
"4WXB","4","1110","1110","Success","0.00024"
"2A97","4","1111","1111","Success","0.00036"
"5L6Q","4","1111","1111","Success","0.00066"
"2LMG","4","101","101","Success","0.00026"
"9L3W","4","10","10","Success","0.00032"
"3RVD","4","1001","1001","Success","0.00017"
"1YQQ","4","1101","1101","Success","0.00035"
"2Y4V","4","111","111","Success","0.00079"
"2YRU","4","1111","1111","Success","0.0002"
"1YRF","4","10","10","Success","0.00163"
"4EZ1","4","1","1","Success","0.0003"
"5Q2I","4","1111","1111","Success","0.00052"
"1TZ2","4","0","0","Success","0.00027"
"1K97","4","1100","1100","Success","0.00048"
"2O25","4","0","0","Success","0.00036"
"5HHI","4","11","11","Success","0.00054"
"6CID","4","110","110","Success","0.00033"
"4HS3","4","0","0","Success","0.0005"
"8BA5","4","10","10","Success","0.00084"
"1D1M","4","1111","1111","Success","0.00088"
"7G2E","4","1000","1000","Success","0.00034"
"3HVD","4","0","0","Success","0.00015"
"2ZBF","4","111","111","Success","0.00031"
"5HIZ","4","1010","1010","Success","0.00071"
"7HKM","4","11","11","Success","0.00041"
"7P2T","4","100","100","Success","0.00025"
"2L0C","4","1100","1100","Success","0.00022"
"5HOU","4","1100","1100","Success","0.00017"
"7ZUT","4","1001","1001","Success","0.00124"
"8Y4A","4","111","111","Success","0.00017"
"5C87","4","1101","1101","Success","0.00093"
"1WAC","4","1","1","Success","0.00022"
"2XP0","4","101","101","Success","0.00049"
"5C1Q","4","0","0","Success","0.00061"
"8P7N","4","1111","1111","Success","0.00028"
"1FMU","4","1010","1010","Success","0.00055"
"7XVX","4","1011","1011","Success","0.00051"
"6VUJ","4","1100","1100","Success","0.00087"
"3RG6","4","0","0","Success","0.00027"
"2NB1","4","10","10","Success","0.00015"
"4NA8","4","110","110","Success","0.00065"
"4IC1","4","110","110","Success","0.00022"
"5PWF","4","101","101","Success","0.00052"
"3EK7","4","1001","1001","Success","0.00049"
"2ZCO","4","100","100","Success","0.00059"
"8TE4","4","1000","1000","Success","0.00023"
"4B34","4","1101","1101","Success","0.00067"
"2YCK","4","1101","1101","Success","0.00061"
"5FLV","4","1010","1010","Success","0.00033"
"8R11","4","0","0","Success","0.0004"
"7NVQ","4","0","0","Success","0.00057"
